ortholog/paralog1,paralog2,ortholog,score
K7IVH9,no,A0A088A572,353.5
K7IVI0,no,A0A088A3H9,3366.0
K7IVI1,no,A0A088A3I0,424.5
K7IVI2,no,A0A088A3N4,385.5
K7IVI3,no,A0A088A3N3,812.0
K7IVI4,no,A0A088AIY4,1132.0
K7IVI5,no,A0A088AVM5,238.5
K7IVI6,no,A0A088AVP1,781.0
K7IVI7,no,A0A088AVP0,620.0
K7IVJ0,no,A0A088AVL5,861.5
K7IVJ1,no,A0A087ZS45,284.0
K7IVJ2,no,A0A087ZS24,503.0
K7IVJ3,no,A0A087ZSF1,347.5
K7IVJ4,no,A0A088A857,341.0
K7IVJ7,no,A0A088A773,160.0
K7IVJ8,no,A0A088A769,523.0
K7IVJ9,no,A0A088A1X0,916.0
K7IVK0,no,A0A088A141,316.0
K7IVK1,no,A0A088A1I6,133.5
K7IVK2,no,A0A088A1J5,576.0
K7IVK3,no,A0A088A1I7,1187.5
K7IVK4,no,A0A088A1I8,1001.0
K7IVK5,no,A0A088APS4,579.5
K7IVK8,no,A0A088AVL4,671.5
K7IVK9,no,A0A087ZXW7,1508.0
K7IVL0,no,A0A088AVL3,464.5
K7IVL1,no,A0A088A6H7,493.0
K7IVL2,no,A0A087ZSN4,508.0
K7IVL3,no,A0A088A6D3,1672.0
K7IVL4,no,A0A087ZSW0,1032.5
K7IVL6,no,A0A088AEV8,269.0
K7IVL8,no,A0A088AEV7,329.0
K7IVM1,no,A0A088AEV6,384.5
K7IVM2,no,A0A088AEV4,787.0
K7IVM3,no,A0A088ABC0,646.0
K7IVM4,no,A0A088ABC1,538.0
K7IVM5,no,A0A088ABA2,282.5
K7IVM7,no,A0A088A4U1,846.0
K7IVM8,no,A0A088A4U2,541.5
K7IVM9,no,A0A087ZSA0,92.4
K7IVN0,no,A0A087ZS74,38.9
K7IVN1,no,A0A087ZS76,1356.5
K7IVN2,no,A0A087ZS77,457.5
K7IVN3,no,A0A087ZS78,651.5
K7IVN4,no,A0A088AM90,689.0
K7IVN7,no,A0A088APS6,274.0
K7IVN9,no,A0A088AQ38,774.5
K7IVP1,no,A0A088AQ35,249.0
K7IVP3,no,A0A088AVR2,144.0
K7IVP4,no,A0A088AAX4,2441.0
K7IVP5,no,A0A088AAY9,146.0
K7IVP6,no,A0A087ZVN5,404.0
K7IVP7,no,A0A088AKW0,729.5
K7IVQ3,no,A0A088AKR9,145.0
K7IVQ4,no,A0A088AKV5,1415.0
K7IVQ5,no,A0A088AKV4,848.0
K7IVQ6,no,A0A088AQF5,372.0
K7IVQ7,no,A0A088AI57,267.0
K7IVQ8,no,A0A088AI56,244.5
K7IVQ9,no,A0A088ANN1,353.5
K7IVR0,no,A0A088ANL8,440.5
K7IVR1,no,A0A088ANN0,109.0
K7IVR4,no,A0A088A9I3,517.0
K7IVR5,no,A0A088A9G4,485.5
K7IVR8,no,A0A088AQ97,724.5
K7IVR9,no,A0A088AQA9,429.5
K7IVS0,no,A0A087ZRD8,795.5
K7IVS1,no,A0A087ZRE3,919.0
K7IVS3,no,A0A087ZRE4,118.0
K7IVS4,no,A0A087ZZY2,529.5
K7IVS5,no,A0A088A092,629.0
K7IVS6,no,A0A087ZZY0,701.5
K7IVS7,no,A0A088A093,1092.5
K7IVS8,no,A0A088A094,853.5
K7IVT1,no,A0A087ZZX7,648.0
K7IVT2,no,A0A087ZT65,176.5
K7IVT3,no,A0A087ZT66,174.5
K7IVT4,no,A0A087ZT67,460.0
K7IVT5,no,A0A087ZT69,3007.0
K7IVT6,no,A0A088ADG0,941.5
K7IVT7,no,A0A087ZTD8,155.0
K7IVT8,no,A0A088AJ05,743.0
K7IVT9,no,A0A088A4D2,583.0
K7IVU0,no,A0A088A4D4,493.0
K7IVU1,no,A0A088A4D5,493.0
K7IVU2,no,A0A088A4B1,426.0
K7IVU4,no,A0A088ACI6,1059.0
K7IVU5,no,A0A088ACI8,308.5
K7IVU6,no,A0A088ACM1,1141.0
K7IVU7,no,A0A088ACM0,3049.5
K7IVU8,no,A0A088A6K8,1198.0
K7IVU9,no,A0A088ACD5,1117.5
K7IVV0,no,A0A088ANU4,426.0
K7IVV2,no,A0A088ANU6,394.0
K7IVV3,no,A0A088ANU7,482.0
K7IVV4,no,A0A088ANU2,717.0
K7IVV6,no,A0A088A6D0,350.5
K7IVV7,no,A0A088A6I0,969.5
K7IVW1,no,A0A087ZRV0,355.5
K7IVW2,no,A0A087ZRU8,611.0
K7IVW4,no,A0A087ZRU7,369.0
K7IVW6,no,A0A088A0N1,988.0
K7IVW7,no,A0A088AEN8,203.0
K7IVW8,no,A0A088A0N4,447.0
K7IVW9,no,A0A087ZNZ8,307.5
K7IVX0,no,A0A087ZNW8,1124.0
K7IVX1,no,A0A088A8F1,568.0
K7IVX3,no,A0A087ZSG9,550.0
K7IVX4,no,A0A087ZSW8,563.0
K7IVX5,no,A0A087ZSH0,254.0
K7IVX6,no,A0A087ZSH2,655.0
K7IVX7,no,A0A087ZSW7,2350.5
K7IVY0,no,A0A088A9V6,385.5
K7IVY1,no,A0A088ANA5,952.0
K7IVY2,no,A0A088ADM8,176.0
K7IVY3,no,A0A088A8W9,519.5
K7IVY4,no,A0A088ADM2,973.0
K7IVY5,no,A0A087ZPI1,675.0
K7IVY6,no,A0A087ZPK0,486.5
K7IVY7,no,A0A087ZPI0,251.5
K7IVY8,no,A0A087ZZ35,874.5
K7IVY9,no,A0A088AKM9,172.0
K7IVZ1,no,A0A088AGY4,92.8
K7IVZ3,no,A0A088AD30,547.0
K7IVZ4,no,A0A088AU60,353.0
K7IVZ5,no,A0A088AEY2,154.0
K7IVZ6,no,A0A087ZYC6,187.0
K7IVZ7,no,A0A088ADJ2,766.0
K7IVZ8,no,A0A088ADS7,99.8
K7IVZ9,no,A0A088AR23,363.5
K7IW00,no,A0A087ZYH1,128.0
K7IW01,no,A0A088A7F7,932.5
K7IW02,no,A0A087ZYH2,488.5
K7IW04,no,A0A087ZXC1,81.1
K7IW05,no,A0A087ZXM7,477.0
K7IW08,no,A0A087ZXK6,962.5
K7IW10,no,A0A088AJI0,1267.0
K7IW11,no,A0A088A588,340.0
K7IW12,no,A0A088A590,505.0
K7IW13,no,A0A088A0N2,1364.5
K7IW14,no,A0A088A5N9,751.0
K7IW15,no,A0A088AU08,493.0
K7IW16,no,A0A088AU00,436.0
K7IW20,no,A0A088A5E9,1240.0
K7IW21,no,A0A088ATW3,4251.5
K7IW22,no,A0A088AU45,275.0
K7IW23,no,A0A088A9T3,629.5
K7IW24,no,A0A087ZTN4,329.5
K7IW25,no,A0A087ZTN2,876.5
K7IW26,no,A0A088A4J1,517.0
K7IW27,no,A0A088A538,132.0
K7IW33,no,A0A088A3G8,706.0
K7IW34,no,A0A088A3G9,411.0
K7IW35,no,A0A088A3P3,423.0
K7IW37,no,A0A088A5N2,1270.0
K7IW39,no,A0A088A5N3,858.0
K7IW40,no,A0A088A5R3,321.0
K7IW41,no,A0A088A5N4,394.5
K7IW42,no,A0A088A5N5,311.0
K7IW43,no,A0A088A5N6,2348.5
K7IW44,no,A0A088AIQ0,1985.0
K7IW45,no,A0A088A9Q2,363.0
K7IW46,no,A0A0B4J2N3,259.0
K7IW47,no,A0A087ZQI9,607.0
K7IW51,no,A0A088AU13,711.5
K7IW52,no,A0A088AU11,587.5
K7IW53,no,A0A088ATZ9,289.0
K7IW55,no,A0A087ZYJ8,1139.0
K7IW57,no,A0A087ZYG3,515.0
K7IW58,no,A0A088A3N9,444.0
K7IW59,no,A0A088A4W5,470.0
K7IW60,no,A0A088A887,2054.0
K7IW61,no,A0A088ADU4,347.0
K7IW62,no,A0A088A9P3,1395.5
K7IW63,no,A0A088A9P4,1397.5
K7IW64,no,A0A087ZYG6,441.5
K7IW65,no,A0A087ZYJ5,391.0
K7IW66,no,A0A087ZYJ9,1225.0
K7IW67,no,A0A088ASG3,1246.0
K7IW68,no,A0A088AJF1,431.0
K7IW70,no,A0A088AFE8,931.5
K7IW71,no,A0A088A8C9,63.2
K7IW72,no,A0A087ZNS9,760.0
K7IW73,no,A0A087ZP46,528.5
K7IW74,no,A0A088A8F3,480.0
K7IW75,no,A0A088A886,426.0
K7IW76,no,A0A088ADU8,39.1
K7IW77,no,A0A088ADU3,781.5
K7IW78,no,A0A087ZNS8,629.0
K7IW79,no,A0A087ZRN6,1086.5
K7IW81,no,A0A088AC41,2886.5
K7IW82,no,A0A087ZU48,918.5
K7IW83,no,A0A088A251,623.0
K7IW84,no,A0A088A2J9,427.5
K7IW87,no,Q6VQ13,577.0
K7IW88,no,A0A087ZUH2,211.5
K7IW90,no,A0A087ZUH1,976.0
K7IW91,no,A0A087ZQA3,1095.0
K7IW92,no,A0A088AI64,355.0
K7IW93,no,A0A088AI53,631.0
K7IW94,no,A0A088AI65,748.0
K7IW95,no,A0A087ZNN8,749.5
K7IW96,no,A0A087ZPY4,106.0
K7IW97,no,A0A087ZPT1,421.5
K7IWA0,no,A0A087ZPY6,1508.5
K7IWA4,no,A0A087ZPS3,746.5
K7IWA6,no,A0A087ZPS2,874.0
K7IWA7,no,A0A087ZPS1,248.0
K7IWA8,no,A0A087ZPZ1,1593.5
K7IWB0,no,A0A087ZPS0,583.5
K7IWB1,no,A0A087ZPZ2,706.0
K7IWB2,no,A0A087ZPR9,640.0
K7IWB3,no,A0A087ZPV3,482.5
K7IWB4,no,A0A087ZPW6,563.5
K7IWB5,no,A0A088AW44,88.80000000000001
K7IWB7,no,A0A088AW45,1180.0
K7IWB8,no,A0A088AW57,270.0
K7IWB9,no,A0A088AW56,401.0
K7IWC0,no,A0A088AHZ4,1196.0
K7IWC1,no,A0A088AHE3,139.0
K7IWC2,no,A0A088AHZ5,276.0
K7IWC3,no,A0A088AHE2,141.0
K7IWC5,no,A0A088AHE1,133.5
K7IWC6,no,A0A088A2E1,1083.0
K7IWC7,no,A0A087ZQU4,922.0
K7IWC8,no,A0A088A462,1517.0
K7IWC9,no,A0A088A409,279.5
K7IWD0,no,A0A088AQF2,248.5
K7IWD1,no,A0A088A3B7,1479.0
K7IWD8,no,A0A088AJ75,652.0
K7IWD9,no,A0A088AJ95,344.0
K7IWE1,no,A0A088AJ92,358.0
K7IWE2,no,A0A088AJ98,534.0
K7IWE4,no,A0A087ZVD8,824.0
K7IWE5,no,A0A087ZV07,800.5
K7IWE6,no,A0A088AM34,328.0
K7IWE7,no,A0A088AM02,956.5
K7IWE8,no,A0A088AM04,1459.0
K7IWE9,no,A0A087ZYV7,467.0
K7IWF0,no,A0A087ZYX1,480.5
K7IWF1,no,A0A087ZYQ3,330.0
K7IWF4,no,A0A087ZYQ5,301.0
K7IWF5,no,A0A087ZZ32,1991.0
K7IWF6,no,A0A087ZZ31,235.0
K7IWF7,no,A0A087ZYQ6,543.0
K7IWF8,no,A0A087ZYQ7,554.0
K7IWF9,no,A0A087ZYQ8,471.0
K7IWG1,no,A0A087ZZ30,486.5
K7IWG2,no,A0A087ZYR0,461.0
K7IWG3,no,A0A087ZZ29,315.0
K7IWG4,no,A0A087ZZ28,186.5
K7IWG5,no,A0A087ZZ26,437.0
K7IWG6,no,A0A087ZZ25,328.0
K7IWG7,no,A0A088A285,702.0
K7IWG8,no,A0A088A2G1,402.0
K7IWG9,no,A0A088A286,670.5
K7IWH0,no,A0A088A2G0,115.0
K7IWH1,no,A0A088AAY1,533.0
K7IWH2,no,A0A088AAX9,536.0
K7IWH3,no,A0A088AAY7,978.5
K7IWH4,no,A0A088AK65,203.0
K7IWH6,no,A0A088AAX5,778.5
K7IWH7,no,A0A088A9H4,363.0
K7IWH8,no,A0A088A9H5,860.0
K7IWH9,no,A0A088A9H6,1485.5
K7IWI0,no,A0A088A9H7,412.0
K7IWI1,no,A0A088A9H8,800.0
K7IWI3,no,A0A088AE41,531.0
K7IWI4,no,A0A088AAW3,238.5
K7IWI5,no,A0A088AB04,751.5
K7IWI6,no,A0A088ASQ4,457.0
K7IWI7,no,A0A087ZY12,428.0
K7IWI8,no,A0A088AEG7,649.0
K7IWI9,no,A0A088AEG6,1020.0
K7IWJ0,no,A0A088A8S2,388.0
K7IWJ1,no,A0A088AE84,444.0
K7IWJ2,no,A0A087ZWB7,389.0
K7IWJ3,no,A0A088A2A1,1795.0
K7IWJ4,no,A0A088A2E2,890.0
K7IWJ5,no,A0A088A8Q2,1344.5
K7IWJ8,no,A0A088A955,172.5
K7IWJ9,no,A0A088AND8,777.0
K7IWK0,no,A0A088ANB9,3376.0
K7IWK1,no,A0A088AG66,421.0
K7IWK2,no,A0A087ZU43,912.5
K7IWK3,no,A0A088ATI4,330.0
K7IWK4,no,A0A088AT92,447.0
K7IWK5,no,A0A088ABF6,691.5
K7IWK6,no,A0A088ABF8,615.5
K7IWK7,no,A0A088ABK8,610.0
K7IWK8,no,A0A088ABK2,391.0
K7IWK9,no,A0A088ABK1,612.0
K7IWL0,no,A0A088A2X5,675.0
K7IWL1,no,A0A088A8E1,851.5
K7IWL2,no,A0A088A897,538.0
K7IWL3,no,A0A088ABL2,502.0
K7IWL5,no,A0A088ABL3,475.0
K7IWL6,no,A0A088ABF5,883.0
K7IWL7,no,A0A088ABL4,963.0
K7IWM0,no,A0A088ABL7,796.5
K7IWM1,no,A0A088AHA5,576.5
K7IWM2,no,A0A088AHA7,252.0
K7IWM3,no,A0A088AHA8,547.0
K7IWM9,no,A0A088AHB5,301.0
K7IWN0,no,A0A088AHB8,419.5
K7IWN1,no,A0A088AHB9,841.0
K7IWN2,no,A0A088AHC0,1143.0
K7IWN3,no,A0A088AI24,809.5
K7IWN5,no,A0A088AHC1,782.0
K7IWN6,no,A0A088AHC2,592.5
K7IWN7,no,A0A088AI22,172.5
K7IWN9,no,A0A088AHC3,818.0
K7IWP0,no,A0A088AHC8,570.0
K7IWP1,no,A0A088AI19,722.0
K7IWP2,no,A0A087ZMX6,689.5
K7IWP3,no,A0A087ZQJ5,1458.5
K7IWP5,no,A0A087ZQJ6,333.0
K7IWP6,no,A0A087ZQM0,918.0
K7IWP7,no,A0A087ZQL8,955.5
K7IWP8,no,A0A087ZQJ9,719.5
K7IWP9,no,A0A087ZQK1,1069.0
K7IWQ0,no,A0A087ZQK2,694.0
K7IWQ1,no,A0A087ZS88,479.5
K7IWQ2,no,A0A087ZXD9,981.0
K7IWQ3,no,A0A087ZXE0,400.0
K7IWQ4,no,A0A088AIW2,971.5
K7IWQ5,no,A0A088AIW1,264.0
K7IWQ6,no,A0A088AIW0,385.5
K7IWQ7,no,A0A088AIW3,732.0
K7IWQ8,no,A0A088AIS4,563.0
K7IWR0,no,A0A088ANN7,161.0
K7IWR1,no,A0A087ZXL8,453.0
K7IWR2,no,A0A088ATM5,555.0
K7IWR3,no,A0A088ATM6,511.0
K7IWR5,no,A0A088ATN0,1210.0
K7IWR6,no,A0A088ATM7,956.0
K7IWS1,no,A0A088AAP5,139.0
K7IWS2,no,A0A088AAP6,1721.5
K7IWS3,no,A0A088AAQ5,1591.0
K7IWS4,no,A0A088AVZ6,499.0
K7IWS5,no,A0A087ZXC7,155.0
K7IWS6,no,A0A088A8W5,728.0
K7IWS7,no,A0A088A8N9,890.5
K7IWS8,no,A0A088A8J2,625.0
K7IWS9,no,A0A088ARS3,973.0
K7IWT0,no,A0A088ARR3,634.5
K7IWT4,no,A0A088ARA0,212.0
K7IWT5,no,A0A088AMC1,862.0
K7IWT6,no,A0A088ARA1,319.0
K7IWT7,no,A0A088A006,835.5
K7IWT8,no,A0A088AJF4,307.5
K7IWT9,no,A0A088AJM5,316.5
K7IWU0,no,A0A088AJF5,302.0
K7IWU1,no,A0A088AJF6,353.0
K7IWU2,no,A0A088AJM4,406.0
K7IWU3,no,A0A088A0M9,1967.0
K7IWU5,no,A0A088AEV2,283.0
K7IWU7,no,A0A088ACJ0,690.0
K7IWU8,no,A0A088A8V9,249.0
K7IWU9,no,A0A088A8W0,236.5
K7IWV0,no,A0A088A8S6,71.6
K7IWV2,no,A0A088A8W2,423.0
K7IWV6,no,A0A088AR13,591.0
K7IWV7,no,A0A088ARD0,1298.5
K7IWV8,no,A0A088ARD1,565.0
K7IWV9,no,A0A088ARD2,1981.5
K7IWW0,no,A0A088AJJ0,132.0
K7IWW1,no,A0A088AJK1,310.5
K7IWW2,no,A0A088AJI9,984.5
K7IWW3,no,A0A088AFG2,838.0
K7IWW4,no,A0A088AEX7,1392.5
K7IWW5,no,A0A088AEX5,603.0
K7IWW6,no,A0A088AFG4,344.5
K7IWW7,no,A0A088AFG5,551.0
K7IWW8,no,A0A088AEX4,1497.0
K7IWW9,no,H9KQA6,379.0
K7IWX1,no,A0A088AET4,444.0
K7IWX2,no,A0A088A152,911.0
K7IWX3,no,A0A088AJL1,453.5
K7IWX4,no,A0A088A2U8,438.0
K7IWX6,no,A0A088AEA2,113.0
K7IWX7,no,A0A088ABU3,211.0
K7IWX8,no,A0A088ABM7,469.0
K7IWY0,no,A0A088A728,439.0
K7IWY1,no,A0A088A729,293.0
K7IWY2,no,A0A088A739,923.0
K7IWY3,no,A0A088A725,137.0
K7IWY4,no,A0A088ATJ5,2118.0
K7IWY5,no,A0A088AD88,297.0
K7IWY6,no,A0A087ZR01,198.0
K7IWY7,no,A0A087ZZL3,1101.5
K7IWY8,no,A0A088ASI9,722.0
K7IWY9,no,A0A088ASJ1,378.5
K7IWZ0,no,A0A087ZTQ0,493.5
K7IWZ1,no,A0A087ZTT3,877.0
K7IWZ2,no,A0A088A7X8,488.5
K7IWZ3,no,A0A088A7V6,520.0
K7IWZ4,no,A0A088AUS7,542.0
K7IWZ7,no,A0A088ABN5,177.0
K7IWZ8,no,A0A088ABL8,712.5
K7IWZ9,no,A0A088ABN6,204.0
K7IX00,no,A0A088ABN7,771.0
K7IX10,no,A0A088ABN2,172.5
K7IX11,no,A0A088ABN1,134.5
K7IX16,no,A0A088AC65,299.0
K7IX17,no,A0A088AM57,699.0
K7IX22,no,A0A088AKM3,851.0
K7IX23,no,A0A088ACU1,453.0
K7IX24,no,A0A088AVU5,653.0
K7IX25,no,A0A088ANS3,596.5
K7IX27,no,A0A088AJ83,899.0
K7IX28,no,A0A088AJ87,1797.0
K7IX29,no,A0A088AIR3,375.0
K7IX30,no,A0A087ZMS9,276.0
K7IX31,no,A0A087ZMT4,1084.5
K7IX32,no,A0A087ZMT3,369.5
K7IX33,no,A0A088AJ94,457.0
K7IX34,no,A0A088AJ76,250.5
K7IX36,no,A0A088A128,1511.0
K7IX37,no,A0A088A124,1493.5
K7IX38,no,A0A088A1Y8,471.5
K7IX41,no,A0A088A122,1016.0
K7IX42,no,A0A088A7G5,105.0
K7IX43,no,A0A088A7G3,1770.5
K7IX44,no,A0A088A8V7,315.5
K7IX45,no,A0A088AKL6,942.0
K7IX46,no,A0A088A8S7,362.0
K7IX47,no,A0A088AM27,434.0
K7IX48,no,A0A088AM29,582.5
K7IX49,no,A0A088AGJ1,96.55
K7IX50,no,A0A088A8Y4,2643.5
K7IX51,no,A0A088AFL8,317.0
K7IX52,no,A0A088ATT2,665.0
K7IX53,no,A0A088A1T3,313.0
K7IX54,no,A0A088AH50,286.0
K7IX55,no,A0A088AGY3,814.5
K7IX56,no,A0A088A6Z9,760.0
K7IX57,no,A0A088AH51,354.0
K7IX58,no,A0A087ZTK8,715.0
K7IX59,no,A0A088A749,192.0
K7IX60,no,A0A088A6E1,327.0
K7IX61,no,A0A088AAH9,387.0
K7IX63,no,A0A087ZWY1,381.0
K7IX64,no,A0A087ZWN5,280.0
K7IX65,no,A0A087ZWN6,577.0
K7IX66,no,A0A087ZWN8,563.5
K7IX67,no,A0A087ZWP1,588.0
K7IX69,no,A0A087ZTL5,251.0
K7IX70,no,A0A088ACQ2,782.0
K7IX72,no,A0A088AAN5,692.0
K7IX73,no,A0A087ZS51,167.0
K7IX74,no,A0A087ZX27,327.5
K7IX75,no,A0A088AUH6,417.5
K7IX76,no,A0A088AV88,293.5
K7IX77,no,A0A087ZY50,183.5
K7IX78,no,A0A087ZYC8,485.0
K7IX79,no,A0A088AV91,1228.0
K7IX80,no,A0A088AV92,741.5
K7IX81,no,A0A088AT93,1103.0
K7IX82,no,A0A088AP37,853.0
K7IX83,no,A0A087ZZ73,807.0
K7IX84,no,A0A087ZYM5,687.0
K7IX85,no,A0A087ZZ70,2214.5
K7IX86,no,A0A087ZZ68,433.0
K7IX87,no,A0A088AR84,848.5
K7IX88,no,A0A0B4J2P4,558.0
K7IX89,no,A0A088AR65,360.0
K7IX90,no,A0A088AE71,452.0
K7IX91,no,A0A088AEC5,354.0
K7IX92,no,A0A088AEC4,334.0
K7IX93,no,A0A088AEC3,308.0
K7IX94,no,A0A088AE74,201.0
K7IX96,no,A0A088AF64,759.0
K7IX97,no,A0A088AGJ8,1187.5
K7IX98,no,A0A088AGA3,485.5
K7IXA0,no,A0A088AG98,824.0
K7IXA1,no,A0A088AGJ9,226.0
K7IXA2,no,Q76L94,93.05
K7IXA8,no,A0A088AF73,350.0
K7IXA9,no,A0A088AF69,2085.0
K7IXB0,no,A0A088AF68,266.0
K7IXB1,no,A0A088AF78,326.0
K7IXB2,no,A0A088AVM7,1221.5
K7IXB3,no,A0A088A299,509.0
K7IXB4,no,A0A088A2A0,630.0
K7IXB5,no,A0A088A298,408.5
K7IXB8,no,A0A088AVN7,1091.0
K7IXB9,no,A0A088A2A5,287.0
K7IXC0,no,A0A087ZR02,290.0
K7IXC1,no,A0A088AGM3,217.0
K7IXC2,no,A0A088AGN0,183.5
K7IXC3,no,A0A088AKM8,346.0
K7IXC4,no,A0A088AK81,2750.0
K7IXC5,no,A0A088A3U8,425.0
K7IXC6,no,A0A088ATD1,516.5
K7IXC7,no,A0A087ZSA3,697.0
K7IXC8,no,A0A088AQ03,468.0
K7IXC9,no,A0A088APV4,259.0
K7IXD0,no,A0A088APV3,1471.0
K7IXD1,no,A0A087ZQ19,795.5
K7IXD2,no,A0A087ZPP5,876.0
K7IXD3,no,A0A087ZQ20,1037.5
K7IXD4,no,A0A087ZPP4,705.5
K7IXD5,no,A0A087ZPP3,813.0
K7IXD6,no,A0A087ZQ22,278.0
K7IXD7,no,A0A087ZPP2,244.0
K7IXD8,no,A0A087ZQ23,156.0
K7IXD9,no,A0A088A296,794.0
K7IXE0,no,A0A088A3V0,114.0
K7IXE1,no,A0A088ANQ0,480.0
K7IXE2,no,A0A088ANK1,438.5
K7IXE3,no,A0A088A6G4,165.0
K7IXE4,no,A0A088A6E6,638.5
K7IXE5,no,A0A088A6G6,361.5
K7IXE6,no,A0A0B4J2M5,1064.0
K7IXE7,no,A0A087ZUP7,843.0
K7IXE8,no,A0A087ZUK3,160.0
K7IXE9,no,A0A088A3U9,241.0
K7IXF0,no,A0A088A3W2,1388.0
K7IXF1,no,A0A088AAK8,116.5
K7IXF2,no,A0A088AEU8,1234.5
K7IXF4,no,A0A088AUF6,1030.0
K7IXF6,no,A0A088AV33,794.0
K7IXG0,no,A0A088AGA8,64.5
K7IXG2,no,A0A088AGI6,417.0
K7IXG3,no,A0A088AGI5,402.0
K7IXG4,no,A0A088AGA9,281.0
K7IXG6,no,A0A088AGH9,206.5
K7IXG7,no,A0A088AGB1,358.0
K7IXG8,no,A0A088A0M5,264.0
K7IXG9,no,A0A088A0M6,203.0
K7IXH0,no,A0A087ZZ96,880.5
K7IXH1,no,A0A087ZX45,147.0
K7IXH2,no,A0A087ZX48,804.0
K7IXH3,no,A0A088A3R1,1209.0
K7IXH4,no,A0A088A3R9,292.0
K7IXH5,no,A0A088A3R8,256.0
K7IXH8,no,A0A088A3R2,249.0
K7IXI2,no,A0A087ZRY9,471.0
K7IXI3,no,A0A087ZRX6,324.5
K7IXI4,no,A0A088AH08,719.0
K7IXI5,no,A0A088AH05,905.0
K7IXI7,no,A0A088AH02,59.7
K7IXI8,no,A0A088AH12,464.5
K7IXI9,no,A0A088AH01,276.5
K7IXJ0,no,A0A088AH13,161.5
K7IXJ1,no,A0A088AH00,665.0
K7IXJ2,no,A0A088AH14,399.5
K7IXJ3,no,A0A088AH15,117.0
K7IXJ4,no,A0A088AH19,152.0
K7IXJ5,no,A0A087ZZH8,424.0
K7IXJ6,no,A0A087ZZH7,594.5
K7IXJ7,no,A0A087ZZG6,587.0
K7IXJ8,no,A0A087ZZH5,372.0
K7IXJ9,no,A0A088A6H9,323.0
K7IXK0,no,A0A088A6D1,1546.5
K7IXK1,no,A0A087ZRJ6,404.0
K7IXK2,no,A0A087ZUW0,321.0
K7IXK5,no,A0A087ZUJ1,1896.5
K7IXK6,no,A0A088AW48,479.0
K7IXK7,no,A0A088AW54,756.0
K7IXK8,no,A0A088AW49,773.5
K7IXK9,no,A0A088AW53,517.0
K7IXL0,no,A0A087ZXS7,239.0
K7IXL1,no,A0A088ABH4,493.0
K7IXL2,no,A0A088ABJ2,2394.0
K7IXL3,no,A0A088ABJ1,1122.5
K7IXL6,no,A0A088A5C0,389.0
K7IXL7,no,P00038,203.0
K7IXL8,no,A0A088ABI7,236.0
K7IXL9,no,A0A088ABH6,260.0
K7IXM0,no,A0A088ABH7,363.0
K7IXM2,no,A0A087ZRD2,418.5
K7IXM4,no,A0A087ZRD1,1089.0
K7IXM5,no,A0A087ZR91,675.5
K7IXM6,no,A0A088AD85,492.5
K7IXM7,no,A0A088AD84,1512.5
K7IXM8,no,A0A088A6U8,764.5
K7IXM9,no,A0A088A6V2,940.0
K7IXN0,no,A0A088A6Q4,182.5
K7IXN1,no,A0A088A4B2,620.0
K7IXN2,no,A0A088A2A6,313.0
K7IXN5,no,A0A088ARW7,153.0
K7IXN7,no,A0A088ATS7,525.0
K7IXN8,no,A0A088AHU4,595.0
K7IXN9,no,A0A088AHI7,650.5
K7IXP0,no,A0A088AAJ4,596.5
K7IXP1,no,A0A087ZRU1,405.0
K7IXP2,no,A0A088AEU3,1405.0
K7IXP3,no,A0A087ZNB8,1247.0
K7IXP4,no,A0A087ZNB9,151.0
K7IXP5,no,A0A087ZNC7,553.5
K7IXP6,no,A0A087ZNC1,241.5
K7IXP9,no,A0A088AJQ8,4699.5
K7IXQ0,no,A0A088AJS0,247.0
K7IXQ3,no,A0A087ZNC2,507.5
K7IXQ4,no,A0A088AR60,342.0
K7IXQ5,no,A0A088AR86,250.0
K7IXQ6,no,A0A088A772,544.5
K7IXQ7,no,A0A088AFJ6,2148.5
K7IXQ8,no,A0A088AUX1,210.0
K7IXQ9,no,A0A088AUX2,1126.0
K7IXR2,no,A0A088AUT5,1311.0
K7IXR4,no,A0A088AUT9,4648.0
K7IXR5,no,A0A088AUX0,840.0
K7IXR6,no,A0A088AIT0,566.0
K7IXR7,no,A0A088AUW7,378.0
K7IXR8,no,A0A088AUW9,500.0
K7IXR9,no,A0A088AUU1,732.0
K7IXS0,no,A0A088ARN5,1187.0
K7IXS1,no,A0A088A8A9,141.0
K7IXS2,no,A0A088AAJ7,341.0
K7IXS3,no,Q9XZJ1,697.5
K7IXS4,no,A0A088AE94,158.5
K7IXS6,no,A0A088AM69,212.0
K7IXS7,no,A0A088AM71,964.0
K7IXS8,no,A0A088AMI2,500.5
K7IXS9,no,A0A088AUY2,538.0
K7IXT0,no,A0A088AUY0,871.0
K7IXT1,no,A0A088AUY1,396.5
K7IXT2,no,A0A087ZUZ0,112.0
K7IXT3,no,A0A087ZUY9,195.0
K7IXT4,no,A0A088AEE3,216.0
K7IXT5,no,A0A087ZUZ6,812.0
K7IXT6,no,A0A088ANJ4,174.0
K7IXT7,no,A0A087ZX79,372.5
K7IXU0,no,A0A088ADT0,298.0
K7IXU1,no,A0A088ATH7,226.5
K7IXU2,no,A0A088A7E4,715.0
K7IXU3,no,A0A088ABM8,779.5
K7IXU4,no,A0A088ABM4,168.0
K7IXU7,no,A0A087ZQT4,380.0
